transaction_id,timestamp,sender_account,receiver_account,transaction_type,amount_usd,channel,origin_country,destination_country,is_international,is_cash,customer_id,scenario,known_suspicious,annual_income_usd,occupation,expected_monthly_volume_usd,risk_rating,pep_flag,sanctions_flag,adverse_media_flag,amount_vs_expected,RF_STRUCTURING,RF_HIGH_AMOUNT,RF_INTERNATIONAL,RF_PROFILE_MISMATCH,red_flag_count,rule_alert,rule_risk_score,risk_level,alert_id,red_flags,status,analyst_decision,sar_recommendation
TXN00016846,2025-11-30 02:57:00,ACC0004506,ACC0001686,INTERNATIONAL_WIRE,5510.55,Phone,United States,Hong Kong,1,0,CUST004506,NORMAL,0,68752.54,Software Engineer,7371.46,LOW,0,0,0,22.427,0,0,1,1,2,1,36,MEDIUM,ALT0001431,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016850,2025-05-29 03:29:00,ACC0004573,ACC0003273,ACH,2467.07,Online Banking,United Kingdom,United States,1,0,CUST004573,NORMAL,0,93324.31,Restaurant Owner,7586.93,MEDIUM,0,0,1,9.755,0,0,1,1,2,1,46,MEDIUM,ALT0001432,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016874,2025-03-28 05:11:00,ACC0002292,ACC0000795,CARD_PAYMENT,728.08,Mobile App,United States,Mexico,1,0,CUST002292,NORMAL,0,39212.3,Doctor,1963.96,LOW,0,0,0,11.122,0,0,1,1,2,1,36,MEDIUM,ALT0001433,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016897,2025-10-31 17:54:00,ACC0000127,ACC0001628,P2P_TRANSFER,2276.27,Online Banking,Canada,United States,1,0,CUST000127,NORMAL,0,114026.1,Construction Worker,5138.35,LOW,0,0,0,13.29,0,0,1,1,2,1,36,MEDIUM,ALT0001434,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016898,2025-03-14 07:30:00,ACC0001490,ACC0001293,P2P_TRANSFER,988.99,Mobile App,United States,Germany,1,0,CUST001490,NORMAL,0,35499.74,Small Business Owner,1699.07,LOW,0,0,0,17.462,0,0,1,1,2,1,36,MEDIUM,ALT0001435,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016904,2025-02-03 21:12:00,ACC0002110,ACC0004394,CARD_PAYMENT,3565.61,Branch,United States,Canada,1,0,CUST002110,NORMAL,0,27492.36,Student,3484.11,LOW,0,0,0,30.702,0,0,1,1,2,1,36,MEDIUM,ALT0001436,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016918,2025-03-20 00:11:00,ACC0003834,ACC0004529,WIRE,8646.75,Phone,Canada,United States,1,0,CUST003834,NORMAL,0,86361.45,Real Estate Agent,6004.91,LOW,0,0,0,43.198,0,0,1,1,2,1,36,MEDIUM,ALT0001437,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016924,2025-07-22 05:20:00,ACC0000042,ACC0004888,WIRE,634.98,Online Banking,United States,Hong Kong,1,0,CUST000042,NORMAL,0,47340.71,Doctor,2170.69,LOW,0,0,0,8.776,0,0,1,1,2,1,36,MEDIUM,ALT0001438,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016928,2025-10-20 21:19:00,ACC0000206,ACC0003705,ACH,3270.94,Mobile App,United States,India,1,0,CUST000206,NORMAL,0,181711.34,Doctor,10028.8,LOW,0,0,0,9.785,0,0,1,1,2,1,36,MEDIUM,ALT0001439,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016930,2025-12-11 17:55:00,ACC0001417,ACC0001176,CARD_PAYMENT,269.18,Mobile App,United States,Mexico,1,0,CUST001417,NORMAL,0,14901.93,Consultant,935.06,LOW,0,0,0,8.636,0,0,1,1,2,1,36,MEDIUM,ALT0001440,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016972,2025-11-20 11:17:00,ACC0004739,ACC0000873,INTERNATIONAL_WIRE,469.47,Mobile App,Germany,United States,1,0,CUST004739,NORMAL,0,15047.11,Teacher,992.87,LOW,0,0,0,14.185,0,0,1,1,2,1,36,MEDIUM,ALT0001441,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016986,2025-12-04 17:13:00,ACC0002601,ACC0003663,ATM,3500.61,Mobile App,Turkey,United States,1,1,CUST002601,NORMAL,0,78596.7,Lawyer,4649.06,LOW,0,0,0,22.589,0,0,1,1,2,1,36,MEDIUM,ALT0001442,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016988,2025-09-23 18:22:00,ACC0002404,ACC0000335,CASH_DEPOSIT,2549.61,Online Banking,United States,United Kingdom,1,1,CUST002404,NORMAL,0,43869.52,Small Business Owner,2715.73,LOW,0,0,0,28.165,0,0,1,1,2,1,36,MEDIUM,ALT0001443,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016990,2025-04-16 14:50:00,ACC0004286,ACC0000332,INTERNATIONAL_WIRE,2022.77,ATM,Mexico,United States,1,0,CUST004286,NORMAL,0,64965.44,Real Estate Agent,5334.27,LOW,0,0,0,11.376,0,0,1,1,2,1,36,MEDIUM,ALT0001444,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00016991,2025-07-12 21:33:00,ACC0000959,ACC0002814,WIRE,1580.03,Mobile App,Brazil,United States,1,0,CUST000959,NORMAL,0,71351.76,Lawyer,2170.34,LOW,0,0,0,21.84,0,0,1,1,2,1,36,MEDIUM,ALT0001445,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017013,2025-01-04 16:39:00,ACC0002129,ACC0000832,P2P_TRANSFER,1117.49,Online Banking,Germany,United States,1,0,CUST002129,NORMAL,0,37699.14,Trader,1022.9,LOW,0,0,0,32.774,0,0,1,1,2,1,36,MEDIUM,ALT0001446,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017032,2025-11-26 12:50:00,ACC0001286,ACC0001563,ACH,1855.52,Mobile App,Canada,United States,1,0,CUST001286,NORMAL,0,69038.68,Consultant,6983.47,LOW,0,0,0,7.971,0,0,1,1,2,1,36,MEDIUM,ALT0001447,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017050,2025-01-22 14:07:00,ACC0001672,ACC0001661,CARD_PAYMENT,2913.13,ATM,UAE,United States,1,0,CUST001672,NORMAL,0,80386.96,Software Engineer,4073.95,LOW,0,0,0,21.452,0,0,1,1,2,1,36,MEDIUM,ALT0001448,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017053,2025-11-21 03:29:00,ACC0003758,ACC0001436,WIRE,712.23,Mobile App,United States,Germany,1,0,CUST003758,NORMAL,0,37501.07,Student,1665.7,LOW,0,0,0,12.828,0,0,1,1,2,1,36,MEDIUM,ALT0001449,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017065,2025-11-19 22:45:00,ACC0001386,ACC0000501,CARD_PAYMENT,944.94,Online Banking,United Kingdom,United States,1,0,CUST001386,NORMAL,0,36648.01,Accountant,1800.49,LOW,0,0,0,15.745,0,0,1,1,2,1,36,MEDIUM,ALT0001450,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017080,2025-02-17 16:05:00,ACC0002064,ACC0003513,CARD_PAYMENT,7185.87,Mobile App,United States,Germany,1,0,CUST002064,NORMAL,0,135577.31,Doctor,14212.98,LOW,0,0,0,15.168,0,0,1,1,2,1,36,MEDIUM,ALT0001451,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017084,2025-02-22 21:03:00,ACC0002500,ACC0002213,P2P_TRANSFER,874.35,Online Banking,Canada,United States,1,0,CUST002500,NORMAL,0,8415.25,Accountant,1068.54,LOW,0,0,0,24.548,0,0,1,1,2,1,36,MEDIUM,ALT0001452,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017093,2025-02-27 20:38:00,ACC0001387,ACC0000189,CARD_PAYMENT,1004.87,ATM,UAE,Singapore,1,0,CUST001387,NORMAL,0,62836.66,Software Engineer,2766.4,LOW,0,0,0,10.897,0,0,1,1,2,1,36,MEDIUM,ALT0001453,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017104,2025-04-03 05:18:00,ACC0001573,ACC0002049,P2P_TRANSFER,1885.1,ATM,Mexico,United States,1,0,CUST001573,NORMAL,0,61864.65,Retail Worker,6845.96,LOW,0,0,0,8.261,0,0,1,1,2,1,36,MEDIUM,ALT0001454,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017106,2025-03-09 15:17:00,ACC0002763,ACC0001997,INTERNATIONAL_WIRE,2023.31,Branch,United Kingdom,United States,1,0,CUST002763,NORMAL,0,44021.39,Small Business Owner,6141.88,LOW,0,0,0,9.883,0,0,1,1,2,1,36,MEDIUM,ALT0001455,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017144,2025-04-30 10:10:00,ACC0002215,ACC0002608,WIRE,5882.65,Online Banking,United States,Germany,1,0,CUST002215,NORMAL,0,37502.68,Accountant,2453.04,LOW,0,0,0,71.943,0,0,1,1,2,1,36,MEDIUM,ALT0001456,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017153,2025-10-03 08:33:00,ACC0000279,ACC0000588,INTERNATIONAL_WIRE,1381.03,Online Banking,United States,Hong Kong,1,0,CUST000279,NORMAL,0,71852.67,Doctor,1938.5,LOW,0,0,0,21.373,0,0,1,1,2,1,36,MEDIUM,ALT0001457,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017157,2025-12-22 23:18:00,ACC0003122,ACC0003778,CASH_WITHDRAWAL,1060.68,Phone,United Kingdom,United States,1,1,CUST003122,NORMAL,0,48132.23,Retail Worker,3881.25,LOW,0,0,0,8.198,0,0,1,1,2,1,36,MEDIUM,ALT0001458,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017166,2025-01-07 07:44:00,ACC0001230,ACC0003506,P2P_TRANSFER,2815.04,Online Banking,United States,Brazil,1,0,CUST001230,NORMAL,0,112489.38,Small Business Owner,10689.03,MEDIUM,0,0,1,7.901,0,0,1,1,2,1,46,MEDIUM,ALT0001459,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017169,2025-07-21 00:08:00,ACC0004953,ACC0001125,P2P_TRANSFER,1721.12,Phone,Germany,United States,1,0,CUST004953,NORMAL,0,22161.49,Construction Worker,856.2,LOW,0,0,0,60.306,0,0,1,1,2,1,36,MEDIUM,ALT0001460,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017213,2025-05-09 09:26:00,ACC0000833,ACC0000300,CASH_WITHDRAWAL,2433.48,Online Banking,Mexico,United States,1,1,CUST000833,NORMAL,0,131702.04,Small Business Owner,4399.64,LOW,0,0,0,16.593,0,0,1,1,2,1,36,MEDIUM,ALT0001461,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017217,2025-03-05 16:46:00,ACC0001081,ACC0002549,ATM,1275.24,Mobile App,United States,Mexico,1,1,CUST001081,NORMAL,0,66295.32,Restaurant Owner,4674.4,LOW,0,0,0,8.184,0,0,1,1,2,1,36,MEDIUM,ALT0001462,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017226,2025-04-02 13:45:00,ACC0002244,ACC0001135,P2P_TRANSFER,619.68,Online Banking,Canada,United States,1,0,CUST002244,NORMAL,0,50800.84,Real Estate Agent,2321.62,LOW,0,0,0,8.008,0,0,1,1,2,1,36,MEDIUM,ALT0001463,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017272,2025-01-30 21:26:00,ACC0001225,ACC0003316,WIRE,2734.32,Mobile App,Mexico,United States,1,0,CUST001225,NORMAL,0,70157.87,Doctor,9486.28,LOW,0,0,0,8.647,0,0,1,1,2,1,36,MEDIUM,ALT0001464,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017300,2025-01-27 07:13:00,ACC0001554,ACC0003466,ACH,4147.7,Mobile App,United States,Hong Kong,1,0,CUST001554,NORMAL,0,19523.49,Small Business Owner,812.45,LOW,0,0,0,153.155,0,0,1,1,2,1,36,MEDIUM,ALT0001465,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017301,2025-02-27 03:57:00,ACC0001607,ACC0003613,P2P_TRANSFER,1590.83,Online Banking,Germany,United States,1,0,CUST001607,NORMAL,0,35414.46,Small Business Owner,5098.78,LOW,0,0,0,9.36,0,0,1,1,2,1,36,MEDIUM,ALT0001466,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017316,2025-04-01 06:44:00,ACC0004690,ACC0004212,CARD_PAYMENT,1643.01,Online Banking,United Kingdom,United States,1,0,CUST004690,NORMAL,0,27370.67,Doctor,2944.59,LOW,0,0,0,16.739,0,0,1,1,2,1,36,MEDIUM,ALT0001467,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017331,2025-09-17 08:36:00,ACC0001722,ACC0002199,CARD_PAYMENT,1714.58,Online Banking,United Kingdom,United States,1,0,CUST001722,NORMAL,0,48458.03,Retail Worker,2850.08,LOW,0,0,0,18.048,0,0,1,1,2,1,36,MEDIUM,ALT0001468,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017337,2025-05-02 08:25:00,ACC0004975,ACC0003780,WIRE,2891.06,Mobile App,Brazil,Hong Kong,1,0,CUST004975,NORMAL,0,27244.55,Retail Worker,3316.85,LOW,0,0,0,26.149,0,0,1,1,2,1,36,MEDIUM,ALT0001469,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017340,2025-05-22 07:06:00,ACC0000567,ACC0002236,CARD_PAYMENT,483.64,ATM,UAE,Hong Kong,1,0,CUST000567,NORMAL,0,31565.69,Doctor,1475.17,LOW,0,0,0,9.836,0,0,1,1,2,1,36,MEDIUM,ALT0001470,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017343,2025-07-27 04:54:00,ACC0004230,ACC0001431,ACH,1579.99,Mobile App,United States,India,1,0,CUST004230,NORMAL,0,23721.6,Real Estate Agent,1282.47,HIGH,1,0,0,36.96,0,0,1,1,2,1,46,MEDIUM,ALT0001471,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017350,2025-10-06 00:06:00,ACC0003751,ACC0001185,P2P_TRANSFER,1668.74,Online Banking,Canada,United States,1,0,CUST003751,NORMAL,0,54333.87,Trader,3425.37,LOW,0,0,0,14.615,0,0,1,1,2,1,36,MEDIUM,ALT0001472,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017377,2025-12-21 05:06:00,ACC0002495,ACC0002463,ATM,1960.78,Online Banking,United States,Brazil,1,1,CUST002495,NORMAL,0,19440.04,Retail Worker,1407.22,LOW,0,0,0,41.801,0,0,1,1,2,1,36,MEDIUM,ALT0001473,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017387,2025-11-15 20:41:00,ACC0001966,ACC0000140,CARD_PAYMENT,1213.91,Mobile App,Brazil,United States,1,0,CUST001966,NORMAL,0,34666.11,Retail Worker,3553.45,LOW,0,0,0,10.248,0,0,1,1,2,1,36,MEDIUM,ALT0001474,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017393,2025-05-26 21:56:00,ACC0004332,ACC0002815,WIRE,1300.09,Mobile App,United States,Nigeria,1,0,CUST004332,NORMAL,0,23103.17,Teacher,2085.35,LOW,0,0,0,18.703,0,0,1,1,2,1,36,MEDIUM,ALT0001475,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017406,2025-02-24 11:13:00,ACC0002989,ACC0002042,CARD_PAYMENT,1027.77,Mobile App,United States,India,1,0,CUST002989,NORMAL,0,55739.83,Construction Worker,2123.06,LOW,0,0,0,14.523,0,0,1,1,2,1,36,MEDIUM,ALT0001476,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017429,2025-04-06 23:10:00,ACC0004623,ACC0000203,WIRE,1980.23,Online Banking,Canada,United States,1,0,CUST004623,NORMAL,0,62259.72,Accountant,6869.5,LOW,0,0,0,8.648,0,0,1,1,2,1,36,MEDIUM,ALT0001477,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017434,2025-09-08 02:42:00,ACC0004098,ACC0001311,CARD_PAYMENT,2701.72,Mobile App,Canada,United States,1,0,CUST004098,NORMAL,0,75778.78,Sales Manager,6090.75,LOW,0,0,0,13.307,0,0,1,1,2,1,36,MEDIUM,ALT0001478,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017437,2025-06-16 10:52:00,ACC0000157,ACC0002453,ACH,759.23,Mobile App,UAE,United States,1,0,CUST000157,NORMAL,0,72214.94,Retail Worker,2654.3,LOW,0,0,0,8.581,0,0,1,1,2,1,36,MEDIUM,ALT0001479,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017439,2025-11-07 07:11:00,ACC0000551,ACC0004806,WIRE,1078.12,Mobile App,Brazil,United States,1,0,CUST000551,NORMAL,0,46798.84,Lawyer,1799.77,LOW,0,0,0,17.971,0,0,1,1,2,1,36,MEDIUM,ALT0001480,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017481,2025-08-25 05:58:00,ACC0002652,ACC0000084,WIRE,3502.4,Online Banking,United States,Mexico,1,0,CUST002652,NORMAL,0,36235.22,Trader,2942.71,LOW,0,0,0,35.706,0,0,1,1,2,1,36,MEDIUM,ALT0001481,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017488,2025-04-15 08:00:00,ACC0004785,ACC0001918,CARD_PAYMENT,1418.29,Branch,United States,Singapore,1,0,CUST004785,NORMAL,0,45448.34,Student,4904.21,LOW,0,0,0,8.676,0,0,1,1,2,1,36,MEDIUM,ALT0001482,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017504,2025-03-19 04:18:00,ACC0004952,ACC0001800,WIRE,2402.34,ATM,Nigeria,United States,1,0,CUST004952,NORMAL,0,148980.76,Consultant,8537.76,LOW,0,0,0,8.441,0,0,1,1,2,1,36,MEDIUM,ALT0001483,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017525,2025-09-22 05:42:00,ACC0003871,ACC0001186,ACH,668.42,Branch,Singapore,United States,1,0,CUST003871,NORMAL,0,36804.2,Restaurant Owner,2272.7,LOW,0,0,0,8.823,0,0,1,1,2,1,36,MEDIUM,ALT0001484,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017528,2025-05-06 05:39:00,ACC0003224,ACC0000667,CARD_PAYMENT,754.86,ATM,UAE,India,1,0,CUST003224,NORMAL,0,36322.2,Accountant,2440.2,LOW,0,0,0,9.28,0,0,1,1,2,1,36,MEDIUM,ALT0001485,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017529,2025-04-01 04:27:00,ACC0004414,ACC0002785,ACH,3021.93,Mobile App,United States,Singapore,1,0,CUST004414,NORMAL,0,81981.73,Software Engineer,4533.35,LOW,0,0,0,19.998,0,0,1,1,2,1,36,MEDIUM,ALT0001486,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017556,2025-07-17 12:51:00,ACC0001896,ACC0002743,INTERNATIONAL_WIRE,1383.59,Phone,United Kingdom,United States,1,0,CUST001896,NORMAL,0,83849.35,Real Estate Agent,3281.71,LOW,0,0,0,12.648,0,0,1,1,2,1,36,MEDIUM,ALT0001487,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017566,2025-08-06 03:18:00,ACC0001981,ACC0001725,CARD_PAYMENT,1053.02,Online Banking,United States,Mexico,1,0,CUST001981,NORMAL,0,81069.65,Sales Manager,3158.18,LOW,0,0,0,10.003,0,0,1,1,2,1,36,MEDIUM,ALT0001488,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017581,2025-12-27 07:18:00,ACC0003445,ACC0003047,CARD_PAYMENT,864.89,Mobile App,Turkey,United States,1,0,CUST003445,NORMAL,0,52179.16,Construction Worker,2335.72,MEDIUM,0,0,1,11.109,0,0,1,1,2,1,46,MEDIUM,ALT0001489,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017586,2025-06-12 17:31:00,ACC0002891,ACC0000179,CASH_DEPOSIT,4508.19,Online Banking,Nigeria,United States,1,1,CUST002891,NORMAL,0,28274.56,Retail Worker,2659.4,LOW,0,0,0,50.856,0,0,1,1,2,1,36,MEDIUM,ALT0001490,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017611,2025-12-30 10:37:00,ACC0004376,ACC0001149,CARD_PAYMENT,1018.77,Mobile App,United States,Brazil,1,0,CUST004376,NORMAL,0,20107.97,Real Estate Agent,2280.38,LOW,0,0,0,13.403,0,0,1,1,2,1,36,MEDIUM,ALT0001491,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017616,2025-12-27 07:55:00,ACC0004526,ACC0003606,CASH_WITHDRAWAL,1520.49,Mobile App,UAE,United States,1,1,CUST004526,NORMAL,0,25585.97,Small Business Owner,680.55,LOW,0,0,0,67.026,0,0,1,1,2,1,36,MEDIUM,ALT0001492,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017618,2025-06-25 06:45:00,ACC0001782,ACC0004780,P2P_TRANSFER,209.93,Online Banking,India,United States,1,0,CUST001782,NORMAL,0,14038.91,Student,798.98,LOW,0,0,0,7.882,0,0,1,1,2,1,36,MEDIUM,ALT0001493,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017657,2025-01-27 02:46:00,ACC0000455,ACC0003800,CASH_DEPOSIT,2483.63,Online Banking,United States,Canada,1,1,CUST000455,NORMAL,0,91002.95,Accountant,4989.3,LOW,0,0,0,14.934,0,0,1,1,2,1,36,MEDIUM,ALT0001494,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017658,2025-12-28 12:11:00,ACC0002674,ACC0000559,CARD_PAYMENT,968.21,Online Banking,India,United States,1,0,CUST002674,NORMAL,0,27827.89,Trader,1598.45,HIGH,1,0,0,18.172,0,0,1,1,2,1,46,MEDIUM,ALT0001495,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017666,2025-06-11 23:18:00,ACC0000214,ACC0004121,CARD_PAYMENT,608.4,Branch,United States,UAE,1,0,CUST000214,NORMAL,0,42839.15,Doctor,1846.19,LOW,0,0,0,9.886,0,0,1,1,2,1,36,MEDIUM,ALT0001496,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017677,2025-01-03 00:15:00,ACC0001606,ACC0000116,ACH,7102.72,Mobile App,Mexico,Brazil,1,0,CUST001606,NORMAL,0,266151.6,Small Business Owner,20152.93,LOW,0,0,0,10.573,0,0,1,1,2,1,36,MEDIUM,ALT0001497,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017683,2025-06-04 22:13:00,ACC0002692,ACC0003254,ACH,2524.82,Mobile App,Singapore,UAE,1,0,CUST002692,NORMAL,0,32604.91,Retail Worker,4855.61,LOW,0,0,0,15.599,0,0,1,1,2,1,36,MEDIUM,ALT0001498,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017691,2025-06-13 08:28:00,ACC0004790,ACC0000042,CARD_PAYMENT,301.21,Mobile App,Canada,United States,1,0,CUST004790,NORMAL,0,31131.89,Doctor,991.73,LOW,0,0,0,9.112,0,0,1,1,2,1,36,MEDIUM,ALT0001499,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017726,2025-07-30 06:33:00,ACC0001998,ACC0000389,CASH_WITHDRAWAL,1512.21,Mobile App,Mexico,United States,1,1,CUST001998,NORMAL,0,77515.72,Lawyer,4136.42,LOW,0,0,0,10.968,0,0,1,1,2,1,36,MEDIUM,ALT0001500,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017727,2025-07-26 16:17:00,ACC0003253,ACC0002398,P2P_TRANSFER,1204.15,Online Banking,Turkey,United States,1,0,CUST003253,NORMAL,0,71325.09,Retail Worker,3207.44,LOW,0,0,0,11.263,0,0,1,1,2,1,36,MEDIUM,ALT0001501,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017733,2025-09-12 16:12:00,ACC0000209,ACC0003337,CARD_PAYMENT,7956.46,Mobile App,Hong Kong,Mexico,1,0,CUST000209,NORMAL,0,81326.73,Lawyer,4259.1,LOW,0,0,0,56.043,0,0,1,1,2,1,36,MEDIUM,ALT0001502,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017751,2025-06-15 03:26:00,ACC0004283,ACC0001604,CARD_PAYMENT,1650.31,ATM,United States,Germany,1,0,CUST004283,NORMAL,0,57028.28,Restaurant Owner,1666.42,LOW,0,0,0,29.71,0,0,1,1,2,1,36,MEDIUM,ALT0001503,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017755,2025-11-23 08:52:00,ACC0001952,ACC0003164,CASH_DEPOSIT,969.12,Mobile App,United States,Turkey,1,1,CUST001952,NORMAL,0,27163.77,Student,2604.91,LOW,0,0,0,11.161,0,0,1,1,2,1,36,MEDIUM,ALT0001504,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017770,2025-11-07 10:02:00,ACC0004949,ACC0004321,CASH_WITHDRAWAL,1702.18,Mobile App,Canada,UAE,1,1,CUST004949,NORMAL,0,44881.73,Real Estate Agent,4600.83,LOW,0,0,0,11.099,0,0,1,1,2,1,36,MEDIUM,ALT0001505,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017777,2025-03-23 04:37:00,ACC0002843,ACC0003414,ACH,552.03,Online Banking,Nigeria,United States,1,0,CUST002843,NORMAL,0,22879.01,Software Engineer,1161.7,LOW,0,0,0,14.256,0,0,1,1,2,1,36,MEDIUM,ALT0001506,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017789,2025-07-06 19:00:00,ACC0003038,ACC0002018,ACH,948.94,Online Banking,Turkey,Canada,1,0,CUST003038,NORMAL,0,36311.76,Construction Worker,2874.3,HIGH,1,0,0,9.904,0,0,1,1,2,1,46,MEDIUM,ALT0001507,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00017794,2025-02-06 22:06:00,ACC0004382,ACC0003953,CARD_PAYMENT,3978.57,Online Banking,India,United States,1,0,CUST004382,NORMAL,0,56265.36,Teacher,5366.85,LOW,0,0,0,22.24,0,0,1,1,2,1,36,MEDIUM,ALT0001508,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
